DATAFLOW,LAST UPDATE,freq,duration,age,quant_inc,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,QU4,PC,SK,2019,8.1,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,QU4,PC,TR,2019,36.0,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,QU5,PC,AT,2019,5.8,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,QU5,PC,BE,2019,14.1,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,QU5,PC,BG,2019,18.6,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,QU5,PC,CY,2019,8.1,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,QU5,PC,CZ,2019,4.4,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,QU5,PC,DE,2019,18.2,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,QU5,PC,DK,2019,9.5,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,QU5,PC,EE,2019,16.0,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,QU5,PC,EL,2019,7.5,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,QU5,PC,ES,2019,5.9,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,QU5,PC,EU27_2020,2019,13.7,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,QU5,PC,FI,2019,7.6,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,QU5,PC,FR,2019,6.3,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,QU5,PC,HR,2019,15.0,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,QU5,PC,HU,2019,8.9,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,QU5,PC,IE,2019,17.4,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,QU5,PC,IS,2019,1.6,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,QU5,PC,IT,2019,5.0,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,QU5,PC,LT,2019,16.6,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,QU5,PC,LU,2019,6.5,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,QU5,PC,LV,2019,26.6,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,QU5,PC,MT,2019,12.7,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,QU5,PC,NL,2019,18.2,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,QU5,PC,NO,2019,13.7,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,QU5,PC,PL,2019,27.5,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,QU5,PC,PT,2019,4.3,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,QU5,PC,RO,2019,57.4,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,QU5,PC,RS,2019,38.5,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,QU5,PC,SE,2019,1.6,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,QU5,PC,SI,2019,24.2,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,QU5,PC,SK,2019,6.5,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,QU5,PC,TR,2019,32.5,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,TOTAL,PC,AT,2019,6.9,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,TOTAL,PC,BE,2019,17.9,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,TOTAL,PC,BG,2019,27.5,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,TOTAL,PC,CY,2019,14.4,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,TOTAL,PC,CZ,2019,9.1,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,TOTAL,PC,DE,2019,19.3,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,TOTAL,PC,DK,2019,18.4,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,TOTAL,PC,EE,2019,18.4,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,TOTAL,PC,EL,2019,9.2,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,TOTAL,PC,ES,2019,13.0,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,TOTAL,PC,EU27_2020,2019,17.3,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,TOTAL,PC,FI,2019,12.4,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,TOTAL,PC,FR,2019,11.9,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,TOTAL,PC,HR,2019,16.8,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,TOTAL,PC,HU,2019,14.3,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,TOTAL,PC,IE,2019,25.8,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,TOTAL,PC,IS,2019,6.4,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,TOTAL,PC,IT,2019,7.7,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,TOTAL,PC,LT,2019,21.0,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,TOTAL,PC,LU,2019,6.2,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,TOTAL,PC,LV,2019,24.6,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,TOTAL,PC,MT,2019,18.7,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,TOTAL,PC,NL,2019,23.0,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,TOTAL,PC,NO,2019,22.9,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,TOTAL,PC,PL,2019,26.1,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,TOTAL,PC,PT,2019,5.5,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,TOTAL,PC,RO,2019,71.0,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,TOTAL,PC,RS,2019,45.4,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,TOTAL,PC,SE,2019,2.6,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,TOTAL,PC,SI,2019,22.0,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,TOTAL,PC,SK,2019,9.8,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y45-64,TOTAL,PC,TR,2019,41.8,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU1,PC,AT,2019,5.9,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU1,PC,BE,2019,18.0,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU1,PC,BG,2019,42.8,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU1,PC,CY,2019,20.6,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU1,PC,CZ,2019,6.4,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU1,PC,DE,2019,13.2,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU1,PC,DK,2019,6.0,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU1,PC,EE,2019,14.6,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU1,PC,EL,2019,22.6,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU1,PC,ES,2019,12.1,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU1,PC,EU27_2020,2019,15.2,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU1,PC,FI,2019,1.8,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU1,PC,FR,2019,11.5,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU1,PC,HR,2019,12.8,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU1,PC,HU,2019,9.5,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU1,PC,IE,2019,16.0,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU1,PC,IS,2019,4.3,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU1,PC,IT,2019,10.4,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU1,PC,LT,2019,13.5,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU1,PC,LU,2019,5.4,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU1,PC,LV,2019,21.1,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU1,PC,MT,2019,17.5,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU1,PC,NL,2019,9.8,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU1,PC,NO,2019,14.5,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU1,PC,PL,2019,18.8,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU1,PC,PT,2019,3.5,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU1,PC,RO,2019,85.0,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU1,PC,RS,2019,50.8,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU1,PC,SE,2019,6.1,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU1,PC,SI,2019,12.2,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU1,PC,SK,2019,13.8,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU1,PC,TR,2019,53.4,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU2,PC,AT,2019,4.4,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU2,PC,BE,2019,17.4,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU2,PC,BG,2019,28.4,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU2,PC,CY,2019,8.4,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU2,PC,CZ,2019,6.0,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU2,PC,DE,2019,10.6,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU2,PC,DK,2019,6.3,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU2,PC,EE,2019,11.7,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU2,PC,EL,2019,13.4,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU2,PC,ES,2019,7.1,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU2,PC,EU27_2020,2019,12.8,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU2,PC,FI,2019,1.8,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU2,PC,FR,2019,9.3,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU2,PC,HR,2019,10.7,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU2,PC,HU,2019,9.9,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU2,PC,IE,2019,4.5,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU2,PC,IS,2019,7.9,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU2,PC,IT,2019,6.7,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU2,PC,LT,2019,12.9,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU2,PC,LU,2019,2.1,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU2,PC,LV,2019,12.3,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU2,PC,MT,2019,11.7,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU2,PC,NL,2019,15.3,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU2,PC,NO,2019,12.8,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU2,PC,PL,2019,14.0,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU2,PC,PT,2019,3.6,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU2,PC,RO,2019,76.4,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU2,PC,RS,2019,44.7,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU2,PC,SE,2019,4.9,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU2,PC,SI,2019,8.0,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU2,PC,SK,2019,14.0,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU2,PC,TR,2019,42.2,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU3,PC,AT,2019,5.4,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU3,PC,BE,2019,15.0,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU3,PC,BG,2019,25.5,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU3,PC,CY,2019,9.9,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU3,PC,CZ,2019,1.2,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU3,PC,DE,2019,10.1,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU3,PC,DK,2019,4.3,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU3,PC,EE,2019,9.6,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU3,PC,EL,2019,8.8,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU3,PC,ES,2019,4.2,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU3,PC,EU27_2020,2019,10.9,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU3,PC,FI,2019,0.8,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU3,PC,FR,2019,7.5,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU3,PC,HR,2019,9.6,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU3,PC,HU,2019,9.2,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU3,PC,IE,2019,8.2,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU3,PC,IS,2019,4.6,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU3,PC,IT,2019,4.7,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU3,PC,LT,2019,11.1,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU3,PC,LU,2019,2.1,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU3,PC,LV,2019,19.8,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU3,PC,MT,2019,10.9,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU3,PC,NL,2019,9.1,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU3,PC,NO,2019,9.2,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU3,PC,PL,2019,15.8,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU3,PC,PT,2019,3.1,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU3,PC,RO,2019,71.9,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU3,PC,RS,2019,37.1,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU3,PC,SE,2019,2.9,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU3,PC,SI,2019,6.7,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU3,PC,SK,2019,7.1,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU3,PC,TR,2019,40.4,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU4,PC,AT,2019,2.9,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU4,PC,BE,2019,8.5,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU4,PC,BG,2019,19.8,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU4,PC,CY,2019,6.4,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU4,PC,CZ,2019,7.0,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU4,PC,DE,2019,11.2,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU4,PC,DK,2019,3.7,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU4,PC,EE,2019,11.6,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU4,PC,EL,2019,6.3,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU4,PC,ES,2019,5.1,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU4,PC,EU27_2020,2019,9.9,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU4,PC,FI,2019,0.4,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU4,PC,FR,2019,4.5,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU4,PC,HR,2019,12.6,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU4,PC,HU,2019,6.9,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU4,PC,IE,2019,9.8,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU4,PC,IS,2019,2.2,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU4,PC,IT,2019,4.2,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU4,PC,LT,2019,11.2,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU4,PC,LU,2019,1.7,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU4,PC,LV,2019,20.2,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU4,PC,MT,2019,10.9,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU4,PC,NL,2019,6.7,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU4,PC,NO,2019,5.2,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU4,PC,PL,2019,14.5,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU4,PC,PT,2019,3.9,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU4,PC,RO,2019,69.5,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU4,PC,RS,2019,38.1,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU4,PC,SE,2019,0.7,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU4,PC,SI,2019,9.1,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU4,PC,SK,2019,8.3,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU4,PC,TR,2019,35.1,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU5,PC,AT,2019,4.5,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU5,PC,BE,2019,4.3,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU5,PC,BG,2019,13.3,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU5,PC,CY,2019,6.7,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU5,PC,CZ,2019,1.2,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU5,PC,DE,2019,8.7,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU5,PC,DK,2019,3.7,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU5,PC,EE,2019,9.5,,
ESTAT:HLTH_EHIS_PA7I(1.0),24/02/22 23:00:00,A,NEV,Y50-69,QU5,PC,EL,2019,4.9,,
